Name,Medium,Type,Product Name,Username,Manufacturer,Model,Year,Original Price,Serial,Floppy Drive,Optical Drive,Hard Disk Drive,RAM,CPU,External Connections,Internal Connections,Operating System,Compatible Peripherals,Accession Number,Date Tested,Donor,Notes,image,360_image
Tandberg TR 2040,Audio,FM Stereo,Tandberg TR 2040 FM Stereo Receiver,,Tandberg,TR 2040,1975,,,,,,,,,,,,2019.04.137,,Priscilla Wagener,,,
Sony Stereo Cassette Deck,Audio,Cassette Player,Sony Stereo Cassette Deck,,Sony,TC-K5,1978,,,,,,,,,,,,2019.04.138,,Priscilla Wagener,,,
Philips HiFi Record Player,Audio,Record Player,Philips Turntable,,Philips,GA312,,,,,,,,,,,,,2019.04.139,,Priscilla Wagener,,,
Magnavox Micromatic Portable Record Player,Audio,Record Player,Magnavox Stereophonic Portable Record Player,,Magnavox,,1968,,,,,,,,,,,,2019.04.140,,Priscilla Wagener,,,
Sony Walkman,Audio,Portable Cassette Player,Sony Radio Cassette Player,,Sony,WM-FX20,1991,,,,,,,,,,,,2019.04.141,,Priscilla Wagener,,,
Vector Research Stereo Receiver,Audio,AM/FM Stereo,Vector Research VR-2200A FM/AM Stereo Receiver,,Vector Research,VR-2200A,1983,,,,,,,,,,,,2019.04.142,,Priscilla Wagener,includes antenna cabling,,
Telephone Answering system,Audio,Telephone voicemail recorder,General Electric Telephone Answering system f,,General Electric,2-9815A,,,60283931,,,,,,"9v battery , land line phone line",,,Microcassettes,2019.05.02,,,"Cassette has old recordings on it, and my voice as the announcement! (grace wilson)",,
Sony Walkman,Audio,Portable Cassette Player,Sony Radio Cassette Player,,Sony,SRF-19W,,,134754,,,,,,3.5 headphone jack,,,2 AA batteries,2019.06.02,,,,,
Sanyo Mini Cassette recorder,Audio,Cassette tape recorder,Voice Activated System Mini Cassette Recorder,,Sanyo,M 1115,,,77313117,,,,,,3.5 headphone jack,,,"Cassette tapes, 2AA batteries",2019.06.03,2019-06-02,,"Didn't test recording capability, only playing, missing battery cover",,
